SiteSource	ItemID	ManufacturerID	ManufacturerCode	ManufacturerName	ProductID	ProductName	ProductDescription	ManufacturerItemCode	ItemDescription	ImageFileName	ItemImageURL	NDCItemCode	PKG	UnitPrice	QuantityOnHand	PriceDescription	Availability	PrimaryCategoryID	PrimaryCategoryName	SecondaryCategoryID	SecondaryCategoryName	CategoryID	CategoryName	IsRX	IsTBD
AIM	10175787	78	10000051	Cincinnati Surgical Company	10019070	CINCINNATI SKIN GRAFT BLADES & HANDLES		SM9940	Skin Graft Blade, 158mm, Sterile, 10/bx	v10792.jpg	https://secure.ndc-inc.com/AIMImage/iv10792.jpg		bx	33.5000	0		Mfr. Direct	7	Instruments	69	Plastic Surgery	571	General/Miscellaneous	N	N
AIM	10191984	279	94	Omnimed, Inc.	10021725	OMNIMED BEAM® 2" MOLDED BINDERS	2" Molded Binders Binders holds 350 + sheets and has a patented “twin hinge” design with a 5 year guarantee. Top open comes in 2, 3 or 5 rings, and Side open comes in both 3 or 5 rings and features 14 colors to choose from: Blue(BL), Med Blue(CB), Beige(BG), Burgundy(BU), Mauve(MV), Plum(PM), Buby(RB), Aqua(AQ), Forest Green(FG), Grey(GY), Lilac(LL), Lt. Blue(LB), Seafoam Green(SF), and Sienna(SN).	205008-RB3	Top Open Ring Binder, 2" Ring, T/O, 3 Ring, Ruby	i12938.jpg	https://secure.ndc-inc.com/AIMImage/i12938.jpg		ea	13.5000	0		Mfr. Direct	20	Sterilization	173	Monitoring	861	Record Keeping	N	N
AIM	10357311	147	10000455	First Aid Only/Acme United Corporation	10022852	FIRST AID ONLY/ACME UNITED RESPONSE PACK		90144-001	First Responder, CPR (DROP SHIP ONLY - $150 Minimum Order)			FAO 90144-001	ea	9.8600	0		Drop Ship Only	18	Safety And Emergency	147	Emergency/Rescue	840	First Aid Kits	N	N
AIM	10346236	411	10000565	Major Pharmaceuticals	10023006	MAJOR ANTACID TABLETS & CAPSULES		370705	Calcium Antacid Tablets, X-Strength, Berry, 96s, Compare to Tums®, NDC# 00536-1229-22, 24/cs			MAJ 370705	cs	52.1700	0		14-21 Days	14	Pharmaceuticals/OTC	128	OTC	804	Antacids	N	N
AIM	10270064	452	10000605	Bunzl Distribution Midcentral, Inc.	10032036	BUNZL/PRIMESOURCE® CUTLERY		75002677	Taster Spoon, White, 3000/cs (DROP SHIP ONLY) ($500 Minimum Order Mix & Match with Prepaid Freight to Remain at $1250)			BUN 75002677	cs	31.9700	0		Drop Ship Only	4	Extended Care/Home Health	43	Food Service	475	Utensils	N	N
AIM	10371153	1115	10001324	Mindray	10041941	MINDRAY GAS SUPPLY HOSES		0004-00-0079-13	Air Gas Supply Hose, 15ft, Puritan Bennett (DROP SHIP ONLY) (Pricing Subject to Change without Notice)			MIR 0004-00-0079-13	ea	81.2500	0		Drop Ship Only	17	Respiratory & Oxygen	143	Oxygen 	831	Tubing	N	N
AIM	10314868	894	10001076	Globe Scientific, Inc.	10036302	GLOBE SCIENTIFIC DIAMONDPRO™ PIPETTORS		3311-5000	Pipettor, Adjustable Volume, 1000-5000uL, Green			GLS 3311-5000	ea	128.2300	0		14-21 Days	9	Lab Equipment & Accessories	94	Sample Collection & Processing	643	Pipettes/Droppers/Tips	N	N
AIM	10369332	1117	10001326	Medgluv, Inc.	10041957	MEDGLUV NITRAGRIP 300 NITRILE EXAM GLOVE		MG5404	Exam Glove, Nitrile, X-Large, Powder-Free, Textured Finger, 3.2ml, Teal Blue, Non-Sterile, 250/bx, 10 bx/cs			MED MG5404	cs	147.0000	16		Stock Item	3	Gloves	35	Nitrile/Synthetic	444	Exam/Non-sterile	N	N
AIM	10175699	810	10000979	O&M Halyard	10014724	HALYARD BLUE NITRILE EXAM GLOVES	Safeskin™ Blue Nitrile is a high-performing, latex-free exam glove for use in diverse clinical settings. Free of rubber latex, this powder free glove is made of acrylonitrile-butadine, which minimizes the potential for allergic reactions to latex proteins. It's specially designed for superb fit and comfort during extended wear. Blue Nitrile also boasts a low dermatitis potential, with reduced chance to sensitize users to chemical additives.	53100	Gloves, X-Small, 100/bx, 10 bx/cs (US Only)	i11344.jpg	https://secure.ndc-inc.com/AIMImage/i11344.jpg	KIM 53100	cs	144.6300	0		14-21 Days	3	Gloves	35	Nitrile/Synthetic	444	Exam/Non-sterile	N	N
AIM	10186771	397	334	Hillrom	10020564	WELCH ALLYN POLYPROPYLENE SPECULA FOR VETERINARY PNEUMATIC OTOSCOPES	Material is lightweight, yet very durable. May be autoclaved, boiled or cleaned with standard germicides.	22067	Specula, 7mm, Green, Fits Otoscope Models 20260, 21760, & 20262 (US Only)			WEL 22067	ea	7.9600	0		14-21 Days	23	Veterinary	201	Miscellaneous	1001	Medical Supplies	N	N
AIM	10326622	245	111	Midmark Corporation (Ritter Medical)	10037446	MIDMARK 281 BLOOD DRAWING CHAIR WITH STORAGE DRAWER		281-012-814	281 Blood Drawing Chair, With Storage Drawer, Stone				ea	727.0000	0		Mfr. Direct	10	Equipment & Furniture	101	Seating	690	Blood Draw	N	N
AIM	10367014	60	2	Symmetry Surgical, Inc.	10041646	SYMMETRY SURGICAL FORCEPS		15-7016	Symmetry® Forceps, Kelly Artery, Straight, 6-1/4 in			AAR 15-7016	ea	18.6800	0		14-21 Days	7	Instruments	66	GYN	561	Forceps	N	N
AIM	10180245	191	261	Cardinal Health	10019785	CARDINAL HEALTH ARGYLE™ TUBING CONNECTORS	Wide range of types and sizes.  Available sterile or clean.	8888270207	Tubing Connector, Sims, Fits 3/16" - 7/16", Vinyl, Sterile, 100/cs (Continental US Only)	i67030.jpg	https://secure.ndc-inc.com/AIMImage/i67030.jpg	KEN 8888270207	cs	96.4100	0		14-21 Days	17	Respiratory & Oxygen	143	Oxygen 	831	Tubing	N	N
AIM	10209563	448	10000598	BR Surgical, LLC	10024303	BR SURGICAL METZENBAUM SCISSORS		BR08-28218	Metzenbaum Scissor, Delicate, Straight, Blunt/ Blunt, 7"	i85140.jpg	https://secure.ndc-inc.com/AIMImage/i85140.jpg		ea	41.8800	0		Mfr. Direct	7	Instruments	73	General Surgery	557	Scissors	N	N
AIM	10248191	350	10000295	Southwest Technologies, Inc.	10029161	SOUTHWEST COMFORT AID OFFICE CUSHIONS		TR1919	Contour Cushion with Pomel, 19"W x 19"D, Waterproof Cover, Non-Slip Bottom			SOU TR1919	ea	86.2100	0		14-21 Days	10	Equipment & Furniture	100	Miscellaneous	684	Miscellaneous	N	N
AIM	10260163	589	10000714	Hygenic/Performance Health	10030604	HYGENIC/PERFORMANCE HEALTH MOLDABLE THUMB SPICA	Heat moldable thermoplastic stay for superior immobilization and comfort. Easily adjustable using a heat gun or hydroculator to accommodate pressure points and swelling. Incorporates a comfortable terrycloth interior treated with an antimicrobial agent to help keep the brace clean and odor free. Non-stretch hook and loop closure straps at the wrist and thumb ensure proper immobilization. Non-sticky greaseless spray. Dries fast. For treating athlete's foot, jock itch and ringworm.	MTS230	Thumb Spica, Medium, Black (081710) (US Only) (To Be DISCONTINUED)	v14298.jpg	https://secure.ndc-inc.com/AIMImage/iv14298.jpg	CRA MTS230	ea	17.9100	0		Stock Item	12	Orthopedic & Physical Therapy	115	Soft Goods	741	Upper Extremities	N	N
AIM	10357653	267	10000072	Nikomed U.S.A., Inc.	10035896	NIKOMED ESU GROUNDING PADS		2407N	Grounding Pad, Non-Woven, 100/bx			NIK 2407N	bx	135.4200	7		Stock Item	1	Diagnostic Instruments	25	Cardiology	229	ECG Accessories	N	N
AIM	10364336	343	10000280	Simport Scientific	10041359	SIMPORT SLIMSETTE™ TISSUE CASSETTE		M509-8	Slimsette™ Tissue Cassette, 45° Angle, 41mm x 28.5mm x 6mm, Acetal, Tan, 500/bx, 3 bx/cs			SIM M509-8	cs	194.6900	0		14-21 Days	9	Lab Equipment & Accessories	94	Sample Collection & Processing	647	Specimen Plates/Cassettes	N	N
AIM	10375761	1130	10001352	Gentell	10042677	GENTELL SKIN CARE PRODUCTS		GEN-41081	Instant Hand Sanitizer, 8oz, Pump Bottle, Wild Berry, 12/cs			GTL GEN-41081	cs	24.2700	0		14-21 Days	19	Skin And Wound Care	162	Wound Cleansers/Fillers	0		N	N
AIM	10091587	248	88	Integra Miltex	10007205	MILTEX REGULAR SURGEON'S NEEDLES		MS192-2	Surgeons Needle, Size 2, ½ Circle Cutting Edge, 12/pkg				dz	30.2000	0		Mfr. Direct	21	Surgery/Minor Procedure	188	Skin Closure	919	Miscellaneous Products	N	N
AIM	10093456	248	88	Integra Miltex	10007828	MILTEX KERN BONE HOLDING FORCEPS		27-4	Bone Holding Forceps, 9½", Standard Size, Ratchet				ea	355.5100	0		Mfr. Direct	7	Instruments	73	General Surgery	556	Forceps	N	N
AIM	10186595	279	94	Omnimed, Inc.	10013864	OMNIMED BEAM® OMNICART® CABINET STYLE FLAT STORAGE RACKS	Enhance your flat storage charting option by giving them a "furniture like" appearance. Fully enclosed top, side and back panels protect charts and promote record confidentiality. Standard racks are for binders with spine measurement to 2 3/4"; Big Beam® racks are for binders with spine measurement to 3 3/4". Available in beige or woodgrain.	264593-BG	Big Beam® Cabinet Style Flat Storage Rack, 32 Chart Capacity, 8 Tier, 53"H x 54¼"W x 15"D	i12947.jpg	https://secure.ndc-inc.com/AIMImage/i12947.jpg		ea	1219.4000	0		Mfr. Direct	10	Equipment & Furniture	97	Carts	651	Chart Holders/Racks	N	N
AIM	10240158	88	10000398	Medtronic/Minimally Invasive Therapies (MIT)	10020327	MEDTRONIC MONOSOF™ DERMALON™ MONOFILAMENT NYLON SUTURES	MONOSOF™ monofilament nylon sutures are inert, nonabsorbable sterile surgical sutures composed of the long-chain aliphatic polymers Nylon 6 and Nylon 6.6. The advanced extrusion process of the nylon molecule gives the suture: Uniform diameter; Maximum flexibility of the strand; Excellent security with snug and flattened knots; Minimal memory; Excellent and consistent knotting strength. MONOSOF™ monofilament nylon sutures are indicated for use in general soft tissue approximation and/or ligation, including use in cardiovascular, ophthalmic and neurological surgery.	SN765	Suture, Reverse Cutting, Size 0, Black, 30", Needle C-15, 3/8 Circle, 3 dz/bx (Continental US Only)			USS SN765	bx	170.5100	0		14-21 Days	21	Surgery/Minor Procedure	188	Skin Closure	918	Sutures	N	N
AIM	10376592	191	261	Cardinal Health	10034206	CARDINAL HEALTH KANGAROO ePUMP™ ENTERAL FEEDING PUMP ACCESSORIES		F141919	ePump Cover, DB9, 200/bx (Continental US Only)			CHC F141919	bx	466.6700	3		Stock Item	4	Extended Care/Home Health	42	Enterals/Nutrition	472	Miscellaneous	N	N
AIM	10299872	853	10001011	ASE Technology, Inc	10034432	ASE DIRECT HEWLETT PACKARD MONOCHROME TONER CARTRIDGES		Q7551X	(Brand Name) Cartridge HP P3005 / M3035 PAGE YIELD 13000				ea	221.9900	0	Brand Name Pricing	Mfr. Direct	10	Equipment & Furniture	104	Office Furniture	1069	Software/Office Services	N	N
AIM	10374983	530	10000685	Cytiva	10041265	CYTIVA CHROMATOGRAPHY PRODUCTS		18111251	Connector, 1/16" Male/ Luer Female, PEEK			GBS 18111251	ea	109.8100	0		14-21 Days	9	Lab Equipment & Accessories	1058	Chromatography Products	0		N	N
AIM	10083334	126	10000058	Dynarex Corporation	10005899	DYNAREX STRETCH GAUZE BANDAGES	Conforming.	3104	Bandage, 4", Non-Sterile, 12/bg, 8 bg/cs (Products cannot be sold on Amazon.com or any other 3rd party site)	i11051.jpg	https://secure.ndc-inc.com/AIMImage/i11051.jpg		cs	11.6000	0		Mfr. Direct	19	Skin And Wound Care	158	Gauze Rolls	963	Sterile	N	N
AIM	10236938	142	243	Ethicon - Suture	10008975	ETHICON ETHIBOND™ EXCEL POLYESTER SUTURES	A nonabsorbable, braided, sterile, surgical suture composed of poly (ethylene, terephthalate). It is prepared from fibers of high molecular weight, long-chain, linear polyesters having recurrent aromatic rings as an integral component. It's uniformly coated with polybutilate or poly. The highly adherent coating is a relatively nonreactive nonabsorbable compound which acts as a lubricant to mechanically improve the physical properties of the uncoated suture by improving handling qualities as contrasted to the braided, uncoated fiber. They are braided for optimal handling properties, and for good visibility in the surgical field and are died green.	X305H	Suture, Sutupak Pre-Cut, Size 2-0, 12-30", Green Braided, 3 dz/bx (Continental US Only)			ETH X305H	bx	423.2700	0		14-21 Days	21	Surgery/Minor Procedure	188	Skin Closure	918	Sutures	N	N
AIM	10357900	894	10001076	Globe Scientific, Inc.	10036297	GLOBE SCIENTIFIC SLIDE STORAGE BOXES		513075N	Slide Storage Box, Holds 25 Slides, Cork Lined, Orange			GLS 513075N	ea	2.1100	0		14-21 Days	9	Lab Equipment & Accessories	92	Microscopy	626	Slide Storage	N	N
AIM	10378293	589	10000714	Hygenic/Performance Health	10042913	HYGENIC/PERFORMANCE HEALTH JAMAR PEGBOARD		081304104	Jamar Grooved Pegboard Replacement Pegs, 30/pk			HPH 081304104	pk	24.2500	0		Stock Item	12	Orthopedic & Physical Therapy	117	Miscellaneous	0		N	N
AIM	10102118	249	10000133	MJM International Corp.	10009175	MJM LINEN HAMPERS "200" SERIES	Mesh with zipper for easy removal of liner bag. User-friendly zipper front opening will facilitate and eliminate lifting heavy liner bag over the top. Wire frame bag holder for polybag or leakproof bags. Swingaway lid with handle. All casters are double wall reinforced with schedule 40 1" PVC. Single wheel heavy duty zinc plated casters (3" x 1 1/4") come with removable bolt/nut for easy maintenance. All casters have threaded steam for extra security and safety. Casters will not fall/pull out with normal use. 214 Series have 14" x 14" opening bin size; 218 Series have 18" x 18" opening bin size. Foot pedal option available for hampers.	218-D	Double Hamper, Mesh Bags (55 Gal Capacity, Plastic Bag), 3" Heavy Duty Threaded Stem Casters, Zipper Opening, Base Support For Bag, Push/ Pull Handle				ea	199.1400	0		Mfr. Direct	5	Housekeeping And Janitorial Products	53	Laundry	510	Hampers	N	N
AIM	10237544	89	10000446	Medtronic/Minimally Invasive Therapies Group	10020321	MEDTRONIC BIOSYN™ MONOFILAMENT ABSORBABLE SUTURES	BIOSYN™ synthetic absorbable sutures are prepared from a synthetic polyester, GLYCOMER 631, composed of glycolide (60%), dioxanone (14%) and trimethylene carbonate (26%). The advanced extrusion process of the molecule of GLYCOMER 631 gives the suture: Excellent initial strength; Excellent in-vivo strength over the critical wound healing period; Excellent knot security; Minimal memory for handling ease. BIOSYN™ synthetic absorbable sutures are indicated for use in general soft tissue approximation and/or ligation including use in ophthalmic surgery, but not for use in cardiovascular or neurological surgery.	SM690	Suture, Reverse Cutting, Size 5-0, Undyed, 30", Needle C-13, 3/8 Circle, 3 dz/bx (Continental US Only)			USS SM690	bx	371.3800	0		14-21 Days	21	Surgery/Minor Procedure	188	Skin Closure	918	Sutures	N	N
AIM	10240200	88	10000398	Medtronic/Minimally Invasive Therapies (MIT)	10020327	MEDTRONIC MONOSOF™ DERMALON™ MONOFILAMENT NYLON SUTURES	MONOSOF™ monofilament nylon sutures are inert, nonabsorbable sterile surgical sutures composed of the long-chain aliphatic polymers Nylon 6 and Nylon 6.6. The advanced extrusion process of the nylon molecule gives the suture: Uniform diameter; Maximum flexibility of the strand; Excellent security with snug and flattened knots; Minimal memory; Excellent and consistent knotting strength. MONOSOF™ monofilament nylon sutures are indicated for use in general soft tissue approximation and/or ligation, including use in cardiovascular, ophthalmic and neurological surgery.	SN5668G	Suture, Premium Reverse Cutting, Size 5-0, Black, 18", Needle P-11, 3/8 Circle, 1 dz/bx (Continental US Only)			USS SN5668G	bx	128.0100	0		14-21 Days	21	Surgery/Minor Procedure	188	Skin Closure	918	Sutures	N	N
AIM	10288805	29	10	American Diagnostic Corporation	10033528	ADC ADSTATION™ OPHTHALMOSCOPE WALL MOUNT	Instrument includes your choice of 3.5v coax or coax PLUS ophthalmoscope head and wall transformer power supply.	56122L-56L	Adstation™ Ophthalmoscope, Coax+, LED with Derm/ Throat LED				ea	857.8200	0		Mfr. Direct	1	Diagnostic Instruments	27	Illuminators	239	Diagnostic Sets/Systems	N	N
AIM	10322613	343	10000280	Simport Scientific	10037069	SIMPORT SCREW CAP	Screw cap for internal thread sample tube, with/without silicone washer between the cap/tube to ensure a positive leakproof seal at all temperatures.	T500ROS	Screw Cap Only for T500 (red), 1000/cs			SIM T500ROS	cs	107.1100	0		14-21 Days	9	Lab Equipment & Accessories	94	Sample Collection & Processing	648	Miscellaneous	N	N
AIM	10373222	1127	10001345	Bionix, LLC	10042500	BIONIX OTOCLEAR® EAR IRRIGATION SPRAYWASH KIT		7290	Ear Irrigation, SprayWash Kit, Includes: (20) OtoClear Tips, (1) SprayWash Bottle, (1) Ear Basin (US Only)			BNX 7290	ea	64.0700	12		Stock Item	7	Instruments	70	ENT	546	General/Miscellaneous	N	N
AIM	10149627	116	105	DJO, LLC	10015860	PROCARE PATELLA STABILIZER WITH BUTTRESS	1/8" neoprene support with adjustable felt horseshoe-buttress or sewn-in donut buttress to accommodate mild patella tendonitis, chondromalacia, or subluxation. Donut buttress may be trimmed to allow for medial, lateral, inferior, or superior buttress. Medial/lateral spiral stays and superior/interior compression straps provide additional stability. Open popliteal available with donut buttress only. Measurement taken 6" above mid-patella.	79-92858	Patella Stabilizer, X-Large, Horseshoe Buttress, 23"-25½" Circ.				ea	25.4800	0		Mfr. Direct	12	Orthopedic & Physical Therapy	116	Splints/Braces	745	Lower Extremities	N	N
AIM	10238001	89	10000446	Medtronic/Minimally Invasive Therapies Group	10020330	MEDTRONIC POLYSORB™ COATED SYNTHETIC ABSORBABLE SUTURES	Composed of LACTOMER™ glycolide/lactide copolymer which is a synthetic polyester composed of glycolide and lactide derived from glycolic and lactic acids. POLYSORB™ sutures are prepared by coating the suture with a mixture of caprolactone/glycolide copolymer and calcium stearoyl lactylate. The advanced extrusion process of the molecule of LACTOMER™ 9-1, the exclusive braiding process and coating system give the suture: Excellent strength over the critical wound healing period; Excellent knot security; Excellent handling; Predictable absorption profile. POLYSORB™ sutures are indicated for use in soft tissue approximation or ligation and ophthalmic surgery, but not in cardiovascular or neural tissue.	L20	Suture, Pre-Cut, Size 4-0, Violet, 6x18", No Needle, 2 dz/bx (Continental US Only)			USS L20	bx	431.8300	0		14-21 Days	21	Surgery/Minor Procedure	188	Skin Closure	918	Sutures	N	N
AIM	10243307	530	10000685	Cytiva	10028374	CYTIVA BLOTTING PAPERS	Pure cellulose produced entirely from the highest quality cotton linters with no additives of any kind. Ensures that no contamination will occur during the transfer steps. Manufactured and tested specifically for chromatographic and blotting techniques.	10547922	Blotting Paper, Pure Cellulose, Grade GB003 Sheets, 200 x 250cm, 100/pk	v20831.jpg	https://secure.ndc-inc.com/AIMImage/iv20831.jpg	GBS 10547922	pk	44.3300	0		14-21 Days	9	Lab Equipment & Accessories	1057	Blotting Products	1026	Blotting Papers	N	N
AIM	10344981	147	10000455	First Aid Only/Acme United Corporation	10033886	FIRST AID ONLY/ACME UNITED REFILL ITEMS FOR KITS		3-003-001	Gauze Compress, 18"x36", 2/bx (DROP SHIP ONLY - $150 Minimum Order)	v22491.jpg	https://secure.ndc-inc.com/AIMImage/iv22491.jpg	FAO 3-003-001	bx	1.6800	0		Drop Ship Only	18	Safety And Emergency	147	Emergency/Rescue	840	First Aid Kits	N	N
AIM	10322397	894	10001076	Globe Scientific, Inc.	10037031	GLOBE SCIENTIFIC WIRELESS TUBE RACKS	Fully autoclavable.  Molded from reinforced nylon for strength and durability with no coatings to chip, peel or rust.  Single piece, three tier grid design for secure and stable racking of tubes.  Good temperature and chemical resistance to withstand a variety of lab procedures. Large, flat endplates for labeling and easy sample identification.  Dense nylon material will not float in water bath.  15mL conical tubes fit 20mm racks and 50mL conical tubes fit 30mm racks.  Seven color options to keep samples and benchtop organized.  Half-size racks fit easily in ice and water baths.	456440G	Wireless Rack, Full-Size, 13mm Max Tube Diameter, 72 Places, 6 x 12 Array, 8" x 4" x 2.2", Green			GLS 456440G	ea	13.0900	0		14-21 Days	9	Lab Equipment & Accessories	93	Miscellaneous Products	637	Miscellaneous	N	N
AIM	10273424	1130	10001352	Gentell	10036728	GENTELL DUFORM® SYNTHETIC CONFORMING BANDAGE	This knitted stretch gauze roll is ideal as a secondary dressing for wrapping legs and arms and to hold dressings in place. The dressings gently secure to body contours without restricting movement. Does not contain natural rubber latex.	75204	Conforming Bandage, Knitted, 4" x 4.1 yds, Stretched, Sterile, 12/slv, 8 slv/cs, (96/cs)			DER 75204	cs	29.1700	0		14-21 Days	19	Skin And Wound Care	164	Compression Bandages/Dressing Retainers	943	Elastic	N	N
AIM	10342428	345	10000485	ICU Medical	10039348	ICU MEDICAL PARAPAC PLUS™ TRANSPORT VENTILATOR ACCESSORIES		100/905/360	CPAP Circuit, with Medium Mask, 6/cs (US Only)			MDX 100/905/360	cs	269.1500	0		14-21 Days	17	Respiratory & Oxygen	143	Oxygen 	822	Accessories	N	N
AIM	10068851	310	107	Profex Medical Products	10004268	PROFEX COLSON REPLACEMENT CUSHIONS & PADS		CN031	Replacement Pad For Colson 6871, 6879, 6886, 6890, Conductive, One-Pc., 4" Thick				ea	402.5700	0		Mfr. Direct	4	Extended Care/Home Health	41	Beds & Bedding	461	Cushions	N	N
AIM	10159450	25	10000212	AMD-Medicom	10016856	AMD MEDICOM HYPOALLERGENIC SILK SURGICAL TAPE		A5210	Silk Surgical Tape, 1" x 10 yds, 12/bx, 12 bx/cs	i14249.jpg	https://secure.ndc-inc.com/AIMImage/i14249.jpg	AMR A5210	cs	108.8400	2		Stock Item	19	Skin And Wound Care	163	Tapes	976	Cloth	N	N
AIM	10191294	91	10000178	Crosstex International	10021566	CROSSTEX SPARKLE™ PROPHY PASTE	Contains 1.23% Acidulated Phosphate Fluoride (APF) Provides 1.23% active fluoride ion and 1% phosphate ion. Time set formula for greater consistency - spatter free. Maximum stain removal with minimal enamel loss. Maintains effective fluoride level - strengthens tooth enamel/prevents caries. Available in multiple grits and flavors - no bitter aftertaste.	UPCA	Prophy Paste, Coarse, Assorted Flavors, Individual Cups, 200/bx	i22018.jpg	https://secure.ndc-inc.com/AIMImage/i22018.jpg	CRO UPCA	bx	25.9600	36		Stock Item	24	Dental Merchandise	222	Preventives	396	Prophy Paste	N	N
AIM	10246645	580	10000711	Fabrication Enterprises, Inc.	10028654	FABRICATION CANDO® NO LATEX EXERCISE BANDS		10-5613	Exercise Band, Green, Medium, 6 yds, Latex Free (LF)  (020243)	i80057.jpg	https://secure.ndc-inc.com/AIMImage/i80057.jpg	FAB 10-5613	ea	5.4400	0	Call for pricing	Mfr. Direct	12	Orthopedic & Physical Therapy	114	Physical Therapy 	734	Equipment	N	N
AIM	10299438	2	1	3M Health Care	10033141	3M™ LITTMANN® CLASSIC III STETHOSCOPE		5806	Stethoscope, Rainbow Finish, Raspberry Tube, 27" (Continental US+HI Only) (Littmann items are only available for sale online by distributors authorized by 3M Littmann)	v16415.jpg	https://secure.ndc-inc.com/AIMImage/iv16415.jpg	MMM 5806	ea	93.2800	3		Stock Item	1	Diagnostic Instruments	29	Patient Monitoring/Vital Signs	258	Stethoscopes	N	N
AIM	10283855	191	261	Cardinal Health	10033225	CARDINAL HEALTH LUMBOSACRAL STIMULATING ELECTRODES	Self-adhering and low profile electrodes are specifically designed for the back. Constructed of soft and conformable foam for added comfort and easy application. Multiple applications from 10-15 days.	EP84604	Model 639 Electrode, 6" x 4" Butterfly with Skin Friendly Blue Gel (Continental US Only)			KEN EP84604	ea	10.1500	0		14-21 Days	12	Orthopedic & Physical Therapy	114	Physical Therapy 	735	Supplies	N	N
AIM	10295457	563	10000701	BSN Medical/Jobst	10033519	BSN MEDICAL VELCRO® GARTER BELTS		111351	Garter Belt, 24"-27"			BSN 111351	ea	35.1200	0		14-21 Days	12	Orthopedic & Physical Therapy	115	Soft Goods	740	Torso	N	N
AIM	10298992	825	10000998	Unico	10034306	UNICO S1205 SERIES SPECTROPHOTOMETERS, PARTS & ACCESSORIES		S-1205-401	Accessories: Application Software, For PC's, Windows XP/ Windows 7 Required, Includes: Standard Curve, Abs./%T/Conc., and Kinetics and Scanning, Manual, USB Cable (DROP SHIP ONLY)			UNI S-1205-401	ea	188.9000	0		Drop Ship Only	9	Lab Equipment & Accessories	84	Chemistry	586	Analyzers & Accessories	N	N
AIM	10334216	245	111	Midmark Corporation (Ritter Medical)	10038218	MIDMARK 6218 FLAT PANEL PC WORKSTATION		6218-001-803	Midmark 6218 Flat Panel PC Workstation, Henna (W)				ea	1416.0000	0		Mfr. Direct	10	Equipment & Furniture	97	Carts	653	Procedure/Specialty	N	N
AIM	10233810	141	10000162	Ethicon - Non-Suture	10027777	ETHICON DERMABOND ADVANCED™ TOPICAL SKIN ADHESIVE		DNX6	Topical Skin Adhesive Applicator, 6/bx (Continental US Only) (Item is considered HAZMAT and cannot ship via Air or to AK, GU, HI, PR, VI)			ETH DNX6	bx	294.9100	0		Stock Item	21	Surgery/Minor Procedure	188	Skin Closure	916	Skin Adhesive	N	N
AIM	10250234	530	10000685	Cytiva	10028392	CYTIVA TEST PAPERS FOR HEALTHCARE	For determining the type of causal agent of infectious diseases and for checking their sensitivity to antibiotics and chemotherapeutic agents in vitro by means of the inhibition zone determination method. The antibiogram allows rational and selective chemotherapy. The test discs can be coated with chemotherapeutic agents placed on the inoculated nutrient agar and incubated.	2017-006	Antibiotic Assay Paper, 6mm Discs, 1000/pk	v20622.jpg	https://secure.ndc-inc.com/AIMImage/iv20622.jpg	GBS 2017-006	pk	208.3600	0		14-21 Days	9	Lab Equipment & Accessories	1065	Specialty Products	1053	pH Indicators & Test Papers	N	N
AIM	10366667	35	202	Ansell	10041609	ANSELL MICROFLEX® CHEMICAL-RESISTANT GLOVE		93260070	Laboratory Glove, Nitrile, Powder-Free, Small (6.5-7.0), Green, Non-Sterile, 50/bx, 10 bx/cs (US Only)			ANS 93260070	cs	109.0000	0		14-21 Days	3	Gloves	35	Nitrile/Synthetic	444	Exam/Non-sterile	N	N
AIM	10181329	88	10000398	Medtronic/Minimally Invasive Therapies (MIT)	10018877	MEDTRONIC COMBITUBE® ESOPHAGEAL/TRACHEAL AIRWAY	For difficult or emergency intubation. Blind placement without laryngoscope. Unique design provides patient airway with either esophageal or tracheal placement. Reduces risk of aspiration of gastric contents. Requires no restraining devices. Single-patient use. Kit includes syringes and suction catheters. Packaged non-sterile.	5-18237	Esophageal/ Tracheal Double-Lumen Airway Singles, 37FR, 4/cs (Continental US Only)			MAL 5-18237	cs	130.6100	0		Stock Item	21	Surgery/Minor Procedure	192	Tubes/Airways	931	Endotracheal	N	N
AIM	10213673	159	52	GF Health Products, Inc.	10025068	GRAHAM FIELD GRAFCO® MAYO HEGAR NEEDLE HOLDER	Stainless steel.	2711	Needle Holder, 8"	i24127.jpg	https://secure.ndc-inc.com/AIMImage/i24127.jpg		ea	7.4000	0		Mfr. Direct	7	Instruments	73	General Surgery	558	Needle Holders	N	N
AIM	10274830	363	71	Surgical Specialties Corporation	10032444	SURGICAL SPECIALTIES™ SUTURES		A1965N	Nylon Suture, Monofilament, Conventional, Size 5-0, 18"/45cm, 16mm, 3/8 Circle, 12/bx			LOO A1965N	bx	88.8900	0		14-21 Days	21	Surgery/Minor Procedure	188	Skin Closure	918	Sutures	N	N
AIM	10275336	363	71	Surgical Specialties Corporation	10032451	SURGICAL SPECIALTIES QUILL™ SUTURES		RA-1034Q	PDO Suture, Diamond Point, Size 2, 24cm x 24cm, 26mm, 1/2 Circle, 12/bx			LOO RA-1034Q	bx	254.5500	0		14-21 Days	21	Surgery/Minor Procedure	188	Skin Closure	918	Sutures	N	N
